OSEBuildingID,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ComplianceStatus,ENERGYSTARScore,Outlier,SiteEnergyUse(kBtu)
592,NonResidential,GREATER DUWAMISH,2000,1.0,1,41600,11440,Other,51427.0,,,,,Compliant,,,1770027.5
594,NonResidential,GREATER DUWAMISH,1973,0.0,1,0,110689,Other,110689.0,,,,,Compliant,,,2339814.25
595,NonResidential,GREATER DUWAMISH,1948,1.0,1,0,53620,Office,53620.0,,,,,Compliant,86.0,,2058955.25
596,NonResidential,GREATER DUWAMISH,1938,1.0,1,0,50008,Office,50008.0,,,,,Compliant,62.0,,3202213.0
597,NonResidential,MAGNOLIA / QUEEN ANNE,2009,1.0,4,100176,191000,Office,194674.0,Parking,111198.0,,,Compliant,98.0,,6657348.5
598,NonResidential,GREATER DUWAMISH,1957,1.0,1,0,50832,Non-Refrigerated Warehouse,43920.0,Office,6912.0,,,Compliant,63.0,,2551022.25
599,NonResidential,GREATER DUWAMISH,1971,1.0,1,0,76354,Refrigerated Warehouse,76486.0,,,,,Compliant,70.0,,2843033.5
600,NonResidential,GREATER DUWAMISH,1956,1.0,1,0,98480,Non-Refrigerated Warehouse,98480.0,,,,,Compliant,65.0,,2831565.5
601,NonResidential,LAKE UNION,1904,1.0,2,0,53002,Retail Store,31602.0,Parking,27427.0,Multifamily Housing,18130.0,Compliant,75.0,,3441643.25
602,NonResidential,LAKE UNION,2008,1.0,3,51218,124700,Office,66737.0,Parking,58218.0,Laboratory,30230.0,Compliant,,,22530168.0
603,NonResidential,LAKE UNION,1920,1.0,3,63782,106003,Other,106003.0,Parking,63782.0,,,Compliant,,,19155416.0
604,NonResidential,LAKE UNION,1971,1.0,11,0,124721,Office,107594.0,Restaurant,15600.0,Parking,12000.0,Compliant,58.0,,13898181.0
605,NonResidential,LAKE UNION,1970,1.0,7,0,94002,Office,93905.0,Parking,31348.0,,,Compliant,70.0,,5662234.0
606,NonResidential,GREATER DUWAMISH,1974,1.0,1,0,93020,Non-Refrigerated Warehouse,93020.0,,,,,Compliant,60.0,,1252323.875
19746,NonResidential,DOWNTOWN,1946,1.0,1,0,23000,Other,20310.0,Office,2689.600098,,,Compliant,,,711118.375
607,NonResidential,SOUTHEAST,2002,1.0,1,0,61053,Supermarket/Grocery Store,54434.0,Parking,0.0,,,Compliant,32.0,,13133225.0
608,NonResidential,DOWNTOWN,1913,5.0,7,0,154159,Office,193154.0,,,,,Non-Compliant,100.0,Low outlier,11195917.0
609,NonResidential,DOWNTOWN,1904,1.0,5,0,78920,Office,78564.0,,,,,Compliant,88.0,,2830674.75
610,NonResidential,DOWNTOWN,1906,1.0,7,0,99440,Office,65088.0,Retail Store,23857.0,,,Compliant,64.0,,6606832.5
611,NonResidential,DOWNTOWN,1907,1.0,6,0,73260,Office,63871.0,,,,,Compliant,82.0,,2853189.5
612,NonResidential,DOWNTOWN,1900,1.0,4,0,69817,Office,34647.0,Retail Store,26039.0,,,Compliant,87.0,,2178074.5
613,NonResidential,DOWNTOWN,1900,1.0,4,0,84750,Office,41609.0,Enclosed Mall,28734.0,,,Compliant,,,2094724.625
614,NonResidential,DOWNTOWN,1900,1.0,6,13320,62176,Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,Compliant,,,3570161.75
615,NonResidential,DOWNTOWN,1900,1.0,4,0,164380,Office,123607.0,Retail Store,20795.0,,,Compliant,79.0,,7655751.0
616,NonResidential,DOWNTOWN,1907,1.0,7,0,160580,Office,160580.0,,,,,Compliant,98.0,,4336187.5
618,NonResidential,DOWNTOWN,1909,1.0,6,0,73470,Office,47145.0,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,Error - Correct Default Data,83.0,,3212269.0
619,Nonresidential COS,DOWNTOWN,1906,1.0,3,0,67755,Other,33647.0,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,Compliant,,,1904480.0
620,NonResidential,GREATER DUWAMISH,1910,1.0,3,0,56700,Office,26250.0,Distribution Center,18050.0,Non-Refrigerated Warehouse,12400.0,Compliant,37.0,,2371575.0
621,NonResidential,GREATER DUWAMISH,1922,1.0,1,0,82852,Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,,,Compliant,83.0,,2153603.5
622,NonResidential,GREATER DUWAMISH,1953,1.0,2,0,76442,Other,50500.0,Distribution Center,18000.0,Office,7604.0,Compliant,,,3978277.0
623,NonResidential,GREATER DUWAMISH,1962,1.0,2,0,92792,Distribution Center,85343.0,Office,13435.0,,,Compliant,56.0,,3155496.0
624,NonResidential,GREATER DUWAMISH,1941,2.0,2,0,125519,Manufacturing/Industrial Plant,142901.0,,,,,Compliant,,,2244317.0
625,NonResidential,GREATER DUWAMISH,1900,1.0,4,25800,103200,Office,104869.0,,,,,Compliant,80.0,,4374646.0
626,NonResidential,GREATER DUWAMISH,1954,1.0,1,0,78814,Non-Refrigerated Warehouse,78814.0,,,,,Compliant,69.0,,861972.875
627,NonResidential,GREATER DUWAMISH,1904,1.0,4,0,58970,Office,39870.0,Non-Refrigerated Warehouse,11600.0,Multifamily Housing,7000.0,Compliant,,,1776411.75
628,NonResidential,GREATER DUWAMISH,1910,1.0,6,10800,64800,Distribution Center,51040.0,Office,10500.0,Parking,6000.0,Compliant,15.0,,2688675.75
629,NonResidential,GREATER DUWAMISH,1907,1.0,4,0,56270,Distribution Center,39884.0,Non-Refrigerated Warehouse,9270.0,Office,4116.0,Compliant,,,1056782.125
630,NonResidential,DOWNTOWN,1904,1.0,4,0,66842,Office,43122.0,Retail Store,10514.0,,,Compliant,31.0,,5608600.5
632,NonResidential,DOWNTOWN,1909,1.0,6,10800,64488,Office,65508.0,Parking,10918.0,,,Compliant,81.0,,2891605.0
633,NonResidential,DOWNTOWN,1904,1.0,7,0,184322,Office,183916.0,Data Center,406.0,,,Compliant,81.0,,9722890.0
634,NonResidential,DOWNTOWN,2009,1.0,7,0,287853,Office,273812.0,Retail Store,12102.0,,,Compliant,43.0,,25567108.0
635,NonResidential,GREATER DUWAMISH,1914,1.0,2,0,64512,Office,63000.0,,,,,Compliant,53.0,,5968153.5
637,NonResidential,GREATER DUWAMISH,2009,1.0,6,111774,174226,Parking,111774.0,Office,108747.0,Other,49271.0,Compliant,,,63835192.0
638,NonResidential,GREATER DUWAMISH,1926,1.0,7,0,144050,Non-Refrigerated Warehouse,144050.0,,,,,Compliant,26.0,,3929371.0
639,NonResidential,GREATER DUWAMISH,1930,1.0,3,0,60592,Office,60384.0,,,,,Compliant,16.0,,5049446.5
640,NonResidential,GREATER DUWAMISH,1912,0.0,6,0,1380959,Office,1000730.0,Retail Store,281296.0,Non-Refrigerated Warehouse,220303.0,Compliant,79.0,,74130576.0
641,NonResidential,GREATER DUWAMISH,1993,1.0,1,0,107930,Retail Store,107704.0,,,,,Compliant,57.0,,7221482.5
642,NonResidential,GREATER DUWAMISH,1926,1.0,1,0,99084,Non-Refrigerated Warehouse,99084.0,,,,,Compliant,83.0,,1618110.375
647,NonResidential,Delridge,1953,1.0,1,0,72719,Distribution Center,72719.0,,,,,Compliant,28.0,,2581741.75
649,NonResidential,EAST,1930,0.0,4,0,76624,Office,76624.0,,,,,Compliant,91.0,,2773647.5
650,NonResidential,NORTHEAST,2001,1.0,6,36583,55123,Office,53281.0,Parking,34701.0,Other,3724.0,Compliant,2.0,,8570571.0
651,NonResidential,LAKE UNION,2008,1.0,5,39902,89191,Medical Office,89131.0,Parking,37652.0,Other,5615.0,Compliant,6.0,,19248732.0
652,NonResidential,DELRIDGE,1991,1.0,5,16221,121885,Office,119083.0,Parking,16221.0,,,Compliant,41.0,,8381834.5
654,NonResidential,GREATER DUWAMISH,1973,1.0,1,0,56572,Retail Store,56576.0,,,,,Compliant,66.0,,2409429.0
656,NonResidential,EAST,2004,1.0,0,0,225982,Medical Office,200184.0,,,,,Compliant,53.0,,20560622.0
657,NonResidential,DOWNTOWN,2006,0.0,0,0,516407,Parking,385196.0,Multifamily Housing,340236.0,Hotel,67627.0,Compliant,31.0,,39403320.0
658,NonResidential,DOWNTOWN,2000,1.0,11,0,312512,Office,303312.0,Data Center,4738.0,Restaurant,4462.0,Compliant,,,25747022.0
659,NonResidential,DOWNTOWN,2005,1.0,42,0,1592914,Office,914832.0,Parking,348788.0,Financial Office,303910.0,Compliant,97.0,,56498868.0
660,NonResidential,DOWNTOWN,1926,1.0,6,0,97720,Office,51881.0,Data Center,11999.0,Retail Store,9713.0,Compliant,,,2478025.25
661,NonResidential,EAST,1985,1.0,10,206580,215923,Medical Office,197408.0,,,,,Compliant,46.0,,17254810.0
671,NonResidential,CENTRAL,1987,1.0,7,0,94500,Medical Office,113739.0,,,,,Compliant,68.0,,5792926.0
673,NonResidential,DELRIDGE,2005,0.0,1,0,94713,Retail Store,109758.0,,,,,Compliant,79.0,,5417598.0
674,NonResidential,EAST,2008,1.0,9,101342,201560,Medical Office,201365.0,Parking,86270.0,,,Compliant,58.0,,14751117.0
677,NonResidential,EAST,1973,1.0,19,156407,163504,Medical Office,170727.0,Parking,69171.0,,,Compliant,50.0,,15067340.0
678,NonResidential,DOWNTOWN,1900,1.0,6,0,205521,Office,114919.0,Retail Store,28643.0,,,Compliant,94.0,,8138616.5
679,NonResidential,DOWNTOWN,1900,1.0,6,0,56700,Office,46000.0,Retail Store,10500.0,,,Compliant,55.0,,3065954.5
680,NonResidential,GREATER DUWAMISH,1925,1.0,4,0,72000,Office,72000.0,,,,,Compliant,89.0,,2729167.75
681,NonResidential,MAGNOLIA / QUEEN ANNE,2000,1.0,4,94892,96254,Office,103000.0,Parking,80000.0,,,Compliant,93.0,,5101504.5
682,NonResidential,DELRIDGE,2001,1.0,3,11527,57236,Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,Compliant,,,9029489.0
683,NonResidential,SOUTHEAST,1994,3.0,1,0,102133,Strip Mall,107427.0,Parking,0.0,,,Compliant,,,20725996.0
685,NonResidential,DOWNTOWN,2008,1.0,14,0,362046,Office,232443.0,Parking,97874.0,Other,3534.0,Compliant,86.0,,15725581.0
689,NonResidential,MAGNOLIA / QUEEN ANNE,1994,3.0,2,0,81336,Lifestyle Center,81385.0,,,,,Compliant,,,13085297.0
690,NonResidential,DOWNTOWN,2001,1.0,23,0,538933,Office,366554.0,Parking,122821.0,,,Compliant,90.0,,16020642.0
692,NonResidential,DOWNTOWN,1983,1.0,6,197130,78852,Parking,197040.0,Office,78852.0,,,Compliant,,,5233553.5
693,NonResidential,MAGNOLIA / QUEEN ANNE,1982,1.0,5,0,98668,Office,98668.0,,,,,Compliant,91.0,,4391348.0
694,NonResidential,GREATER DUWAMISH,2007,1.0,1,28381,130550,Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,Compliant,12.0,,8751704.0
696,NonResidential,MAGNOLIA / QUEEN ANNE,1978,1.0,1,0,105100,Office,105100.0,,,,,Compliant,1.0,,22078064.0
700,NonResidential,MAGNOLIA / QUEEN ANNE,2008,1.0,1,0,57176,Supermarket/Grocery Store,39500.0,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,Compliant,31.0,,12525174.0
701,NonResidential,MAGNOLIA / QUEEN ANNE,1978,1.0,1,0,50660,Retail Store,50660.0,,,,,Compliant,51.0,,2661488.0
702,NonResidential,MAGNOLIA / QUEEN ANNE,1937,1.0,2,0,61929,Office,39879.0,,,,,Compliant,59.0,,2203026.5
703,NonResidential,MAGNOLIA / QUEEN ANNE,2000,1.0,4,55000,110111,Office,104667.0,Parking,55000.0,Data Center,5444.0,Compliant,1.0,,25478086.0
704,NonResidential,MAGNOLIA / QUEEN ANNE,2000,1.0,4,42500,87051,Office,82273.0,Parking,42500.0,Data Center,4778.0,Non-Compliant,1.0,High outlier,27137190.0
19755,NonResidential,DOWNTOWN,1925,1.0,3,0,20565,Office,20565.0,,,,,Compliant,65.0,,802312.5
705,NonResidential,MAGNOLIA / QUEEN ANNE,2000,1.0,5,55971,103966,Office,106449.0,Parking,50258.0,,,Compliant,63.0,,7857972.5
706,NonResidential,MAGNOLIA / QUEEN ANNE,2008,1.0,5,46763,137201,Office,133451.0,Parking,46763.0,Data Center,3750.0,Compliant,56.0,,14856199.0
707,NonResidential,MAGNOLIA / QUEEN ANNE,1986,1.0,5,78848,129362,Office,109978.0,Parking,78848.0,,,Compliant,95.0,,5514308.5
708,NonResidential,DOWNTOWN,1986,1.0,7,80283,197203,Office,178625.0,Parking,87624.0,Other,14653.0,Compliant,63.0,,12729858.0
709,NonResidential,DOWNTOWN,1993,1.0,3,0,187130,Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,Compliant,77.0,,10053489.0
710,NonResidential,DOWNTOWN,2000,1.0,5,117867,133177,Office,126218.0,Data Center,12717.0,,,Compliant,99.0,,17186624.0
711,NonResidential,DOWNTOWN,1912,1.0,5,0,154330,Non-Refrigerated Warehouse,95330.0,,,,,Compliant,81.0,,1262235.25
712,NonResidential,DOWNTOWN,1918,1.0,6,14690,93555,Office,64055.0,Adult Education,14621.0,Parking,12359.0,Compliant,,,4515180.5
713,NonResidential,DOWNTOWN,1905,1.0,6,0,167860,Office,110370.0,Retail Store,19801.0,Data Center,634.0,Compliant,70.0,,6797647.0
715,NonResidential,DOWNTOWN,1910,1.0,6,0,112560,Office,80400.0,Retail Store,16080.0,,,Compliant,86.0,,4946798.5
716,NonResidential,DOWNTOWN,1910,1.0,6,0,86204,Other,67670.0,Retail Store,13534.0,,,Compliant,89.0,,3241917.0
717,Nonresidential COS,GREATER DUWAMISH,1985,1.0,2,0,145158,Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,Compliant,51.0,,8384523.0
718,NonResidential,GREATER DUWAMISH,1951,1.0,2,0,112896,Office,110746.0,Parking,57500.0,,,Compliant,66.0,,10287986.0
719,NonResidential,GREATER DUWAMISH,1960,1.0,1,0,110613,Distribution Center,99551.0,Office,11061.0,,,Compliant,95.0,,1015060.188
720,NonResidential,GREATER DUWAMISH,1951,1.0,4,0,149881,Non-Refrigerated Warehouse,119593.0,Office,30288.0,,,Compliant,97.0,,2417401.25
722,NonResidential,GREATER DUWAMISH,1951,1.0,3,0,98220,Non-Refrigerated Warehouse,129420.0,,,,,Compliant,12.0,,6468090.0
723,NonResidential,GREATER DUWAMISH,1970,1.0,1,0,84420,Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,Compliant,55.0,,2848317.25
725,NonResidential,GREATER DUWAMISH,1961,1.0,1,0,73335,Distribution Center,73335.0,Parking,0.0,,,Compliant,,,5197118.0
727,NonResidential,GREATER DUWAMISH,1928,1.0,2,0,56876,Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,Compliant,,,1791715.625
728,NonResidential,GREATER DUWAMISH,1931,1.0,2,0,61200,Non-Refrigerated Warehouse,61200.0,,,,,Compliant,16.0,,4912143.0
729,NonResidential,GREATER DUWAMISH,1987,1.0,1,0,111908,Distribution Center,109090.0,,,,,Compliant,87.0,,1555420.25
730,NonResidential,GREATER DUWAMISH,1986,3.0,2,0,63644,Other - Public Services,65700.0,Parking,0.0,,,Compliant,,,6858533.5
731,NonResidential,GREATER DUWAMISH,1930,3.0,2,18860,89893,Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,Compliant,,,3639670.25
732,NonResidential,NORTHWEST,1970,1.0,1,35545,106345,Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,Compliant,91.0,,16865978.0
734,NonResidential,BALLARD,2001,1.0,4,21055,71037,Office,70074.0,,,,,Compliant,5.0,,4817062.0
735,NonResidential,MAGNOLIA / QUEEN ANNE,1974,0.0,3,0,56259,Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,Compliant,,,2346571.5
738,NonResidential,NORTHEAST,2006,1.0,6,0,143439,Other,119570.0,Parking,23869.0,,,Compliant,,,25631512.0
739,NonResidential,LAKE UNION,2008,1.0,4,88855,113768,Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,Compliant,73.0,,8873485.0
740,NonResidential,LAKE UNION,2000,1.0,2,25800,51374,Office,77174.0,,,,,Compliant,33.0,,5481549.0
741,NonResidential,MAGNOLIA / QUEEN ANNE,1998,1.0,5,0,110524,Office,98781.0,Other,8634.0,Parking,0.0,Compliant,57.0,,6859198.0
742,NonResidential,LAKE UNION,2008,1.0,5,103650,183574,Parking,97500.0,Office,88051.0,Other,54106.0,Compliant,,,21042926.0
743,NonResidential,LAKE UNION,1999,1.0,4,18382,97366,Laboratory,97365.0,,,,,Compliant,,,36436388.0
744,NonResidential,MAGNOLIA / QUEEN ANNE,2000,1.0,7,84689,157186,Office,163082.0,Parking,83425.0,,,Compliant,88.0,,8655604.0
745,NonResidential,MAGNOLIA / QUEEN ANNE,1974,1.0,5,18720,84210,Office,89075.0,Parking,15164.0,,,Compliant,85.0,,4750799.0
748,NonResidential,DOWNTOWN,1902,1.0,3,0,76893,Office,90345.0,Parking,33380.0,Retail Store,15845.0,Compliant,,,12029600.0
749,NonResidential,DOWNTOWN,1975,1.0,8,23630,126370,Office,126648.0,Parking,23913.0,,,Compliant,65.0,,9343428.0
750,NonResidential,DOWNTOWN,1953,1.0,7,0,274362,Office,274362.0,,,,,Compliant,82.0,,16540550.0
751,NonResidential,DOWNTOWN,1983,1.0,15,116280,261722,Office,270237.0,Parking,71602.0,,,Compliant,85.0,,17750994.0
752,NonResidential,DOWNTOWN,1963,1.0,11,0,169020,Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,Compliant,83.0,,11480494.0
753,NonResidential,DOWNTOWN,1981,1.0,33,0,429405,Data Center,218997.0,Office,210409.0,,,Compliant,98.0,,274682208.0
775,NonResidential,DOWNTOWN,1985,1.0,76,319400,1632820,Office,1680937.0,Parking,319368.0,,,Compliant,86.0,,92937640.0
754,NonResidential,DOWNTOWN,1981,1.0,19,89778,293737,Office,312442.0,Parking,84800.0,Medical Office,18799.0,Compliant,90.0,,15878689.0
755,NonResidential,DOWNTOWN,1925,1.0,18,28870,335064,Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,Compliant,68.0,,22104512.0
756,NonResidential,DOWNTOWN,1929,1.0,4,0,78920,Retail Store,78920.0,,,,,Compliant,80.0,,8303666.5
757,NonResidential,DOWNTOWN,1979,1.0,7,87160,43983,Office,120248.0,Retail Store,10853.0,,,Compliant,93.0,,5177270.5
758,NonResidential,DOWNTOWN,1999,1.0,0,0,947987,Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,Compliant,,,46510960.0
759,NonResidential,EAST,1908,1.0,4,0,55520,Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,Compliant,,,3686962.25
760,NonResidential,DOWNTOWN,1908,1.0,10,0,132998,Office,138257.0,Retail Store,0.0,,,Compliant,97.0,,3775187.5
761,NonResidential,DOWNTOWN,1940,1.0,3,0,83118,Retail Store,45000.0,,,,,Compliant,59.0,,2443141.5
762,NonResidential,DOWNTOWN,1924,1.0,3,0,77555,Retail Store,73563.0,,,,,Compliant,39.0,,7802205.5
763,NonResidential,DOWNTOWN,1909,1.0,6,0,51218,Office,44913.0,Restaurant,7044.0,,,Compliant,57.0,,2886141.5
764,NonResidential,DOWNTOWN,1970,1.0,29,0,489182,Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,Compliant,43.0,,36378588.0
765,NonResidential,DOWNTOWN,1929,1.0,27,13320,203251,Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,Compliant,62.0,,16246106.0
766,NonResidential,DOWNTOWN,1921,1.0,13,0,189175,Office,151740.0,Other,12645.0,,,Compliant,13.0,,19036416.0
767,NonResidential,DOWNTOWN,1998,1.0,13,74481,219322,Office,145491.0,Parking,70603.0,,,Compliant,25.0,,17074142.0
768,NonResidential,DOWNTOWN,1910,1.0,7,0,122356,Office,95942.0,Retail Store,15523.0,Data Center,182.0,Compliant,91.0,,4585070.5
769,NonResidential,DOWNTOWN,1921,1.0,3,0,52298,Office,50250.0,,,,,Compliant,89.0,,1968655.125
771,NonResidential,DOWNTOWN,1911,1.0,17,0,116640,Office,82053.0,Financial Office,6561.0,Food Service,6333.0,Compliant,75.0,,6758565.5
772,NonResidential,DOWNTOWN,1981,1.0,42,201121,1047934,Office,983697.0,Parking,296815.0,Medical Office,12941.0,Compliant,95.0,,37980712.0
776,NonResidential,EAST,1988,1.0,5,99314,89025,Medical Office,81873.0,Parking,67000.0,,,Compliant,15.0,,8523594.0
777,NonResidential,CENTRAL,1916,1.0,2,0,60122,College/University,60122.0,Parking,0.0,,,Compliant,,,690529.5
778,NonResidential,DOWNTOWN,1910,1.0,6,13700,81300,Office,84481.0,Parking,8474.0,,,Compliant,83.0,,4052720.0
779,NonResidential,DOWNTOWN,1971,1.0,9,0,224857,Office,204993.0,,,,,Compliant,79.0,,15272491.0
780,NonResidential,DOWNTOWN,1998,1.0,8,124788,321473,Office,343400.0,Parking,114237.0,,,Compliant,96.0,,13568148.0
782,NonResidential,GREATER DUWAMISH,1939,1.0,2,0,58492,Other,58500.0,,,,,Compliant,,,1594422.5
783,NonResidential,GREATER DUWAMISH,1907,1.0,6,0,62370,Office,49473.0,Restaurant,10408.0,,,Compliant,30.0,,4353025.0
784,NonResidential,GREATER DUWAMISH,1960,1.0,1,0,73296,Non-Refrigerated Warehouse,77800.0,Parking,0.0,,,Compliant,83.0,,2356376.75
785,Nonresidential COS,GREATER DUWAMISH,1944,1.0,4,0,99122,Other,50036.0,Office,49086.0,,,Compliant,,,14469228.0
786,NonResidential,GREATER DUWAMISH,1985,1.0,1,0,66133,Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,Compliant,,,6345009.5
787,NonResidential,GREATER DUWAMISH,1952,1.0,2,0,115668,Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,Compliant,,,3534690.75
791,NonResidential,GREATER DUWAMISH,1970,1.0,1,0,141686,Other,152511.0,,,,,Compliant,,,6673138.0
792,NonResidential,GREATER DUWAMISH,1950,1.0,1,0,93610,Office,101278.0,Data Center,502.0,,,Compliant,95.0,,6235947.0
793,NonResidential,GREATER DUWAMISH,1973,1.0,2,0,156188,Office,141917.0,Parking,0.0,,,Compliant,67.0,,6843855.0
794,NonResidential,GREATER DUWAMISH,1966,1.0,1,0,115620,Non-Refrigerated Warehouse,56900.0,,,,,Compliant,11.0,,1951856.25
796,NonResidential,GREATER DUWAMISH,1975,1.0,5,0,238148,Office,245240.0,Parking,5616.0,Parking,5616.0,Compliant,93.0,,10775646.0
797,NonResidential,GREATER DUWAMISH,1969,1.0,1,0,71718,Distribution Center,71718.0,,,,,Compliant,100.0,,151754.2969
798,NonResidential,GREATER DUWAMISH,1969,1.0,1,0,55450,Non-Refrigerated Warehouse,34206.0,Office,21244.0,,,Compliant,31.0,,4345698.0
799,NonResidential,GREATER DUWAMISH,1979,1.0,1,0,54880,Distribution Center,55000.0,,,,,Compliant,32.0,,2763597.0
800,NonResidential,DELRIDGE,1992,1.0,1,0,102500,Retail Store,99471.0,Parking,0.0,,,Compliant,81.0,,7305474.0
801,NonResidential,NORTHEAST,2002,1.0,6,272900,88498,Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,Compliant,,,8915523.0
802,NonResidential,GREATER DUWAMISH,1963,1.0,1,0,50785,Supermarket/Grocery Store,27382.0,,,,,Compliant,57.0,,7439009.0
803,NonResidential,Delridge,1929,1.0,3,0,85126,Office,81526.0,,,,,Compliant,1.0,,37951708.0
804,NonResidential,North,2000,1.0,5,19820,283435,Parking,321828.0,Retail Store,298043.0,Other,5636.0,Compliant,,,11077140.0
805,NonResidential,GREATER DUWAMISH,1986,1.0,1,0,411584,Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,Compliant,43.0,,15091579.0
806,NonResidential,DOWNTOWN,1902,1.0,4,0,73320,Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,Compliant,,,1141189.75
807,NonResidential,MAGNOLIA / QUEEN ANNE,2008,1.0,4,100176,142510,Office,149081.0,Parking,76364.0,,,Compliant,77.0,,9683979.0
809,NonResidential,DOWNTOWN,1900,1.0,6,15840,79920,Office,95760.0,,,,,Compliant,83.0,,5392617.5
811,NonResidential,GREATER DUWAMISH,1946,1.0,1,0,179413,Non-Refrigerated Warehouse,178087.0,,,,,Compliant,57.0,,3459543.0
812,NonResidential,GREATER DUWAMISH,1917,0.0,1,0,65288,Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,Retail Store,5000.0,Compliant,,,605971.1875
813,NonResidential,Delridge,1966,1.0,1,0,170632,Non-Refrigerated Warehouse,164806.0,Office,5826.0,,,Compliant,98.0,,602245.0
814,NonResidential,MAGNOLIA / QUEEN ANNE,1994,1.0,10,0,381511,Office,220033.0,Parking,168978.0,,,Compliant,87.0,,11410228.0
815,NonResidential,DOWNTOWN,2009,1.0,17,138098,275166,Office,295494.0,Parking,94781.0,,,Compliant,91.0,,13631141.0
817,NonResidential,NORTHEAST,2009,1.0,6,54300,68100,Office,41624.0,Parking,33399.0,Multifamily Housing,20740.0,Compliant,63.0,,4865551.5
819,NonResidential,NORTHEAST,1956,1.0,2,0,93803,Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,Compliant,,,5453438.5
820,SPS-District K-12,CENTRAL,1988,1.0,1,0,52924,K-12 School,52924.0,,,,,Missing Data,,,0.0
821,NonResidential,GREATER DUWAMISH,1966,1.0,2,0,123000,Non-Refrigerated Warehouse,112484.0,Office,24433.0,,,Compliant,47.0,,3004271.0
861,NonResidential,EAST,2003,1.0,5,112980,162150,Medical Office,177748.0,,,,,Compliant,70.0,,9941308.0
822,NonResidential,GREATER DUWAMISH,1978,1.0,1,0,60448,Non-Refrigerated Warehouse,52702.0,Office,7746.0,,,Compliant,90.0,,1052244.75
828,NonResidential,EAST,1994,7.0,14,0,1765970,Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,,,Compliant,54.0,,291614432.0
829,NonResidential,MAGNOLIA / QUEEN ANNE,1928,3.0,4,0,62600,Other,215197.0,,,,,Compliant,,,11147342.0
830,NonResidential,EAST,2004,1.0,4,21612,55800,Other,26400.0,Office,19200.0,Parking,17000.0,Compliant,,,2655387.5
831,NonResidential,EAST,1990,1.0,5,159157,130262,Medical Office,146150.0,Parking,139000.0,,,Compliant,59.0,,12731388.0
832,NonResidential,NORTH,1987,1.0,5,0,90266,Financial Office,87552.0,,,,,Compliant,18.0,,7771933.5
837,NonResidential,Ballard,2004,1.0,4,6458,80874,Non-Refrigerated Warehouse,87332.0,,,,,Compliant,87.0,,1165598.875
839,NonResidential,EAST,2003,1.0,6,50017,100528,Hotel,100528.0,Parking,50017.0,,,Compliant,28.0,,13410041.0
841,NonResidential,MAGNOLIA / QUEEN ANNE,1999,1.0,5,0,141718,Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,,,Compliant,,,19085174.0
843,NonResidential,MAGNOLIA / QUEEN ANNE,2008,1.0,5,21273,90583,Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,Compliant,8.0,,9444484.0
845,NonResidential,EAST,1988,1.0,4,0,132828,Non-Refrigerated Warehouse,132828.0,,,,,Compliant,83.0,,1083729.625
